university_name,subject,duration,tuition_fees,application_fees,exams_accepted,university_type,location,country,year_of_establish,university_website,IELTS,TOEFL,PTE,GRE,GMAT,SAT
UNIVERSITY OF SAN FRANCISCO,Executive MBA,20 Months,USD 44750,,"GMAT , IELTS , TOEFL , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,No,Yes,No
UNIVERSITY OF SAN FRANCISCO,Master of Science in Analytics,1 Year,USD 46900,,"GMAT , GRE , IELTS , TOEFL , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,Yes,No
UNIVERSITY OF SAN FRANCISCO,Master of Science in Financial Analysis,18 Month,USD 31267,,"GMAT , GRE , IELTS , TOEFL , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,Yes,No
UNIVERSITY OF SAN FRANCISCO,MSc in Engineering (Embedded Electrical and Comp...,2 Year,EUR 13062,,"GRE , TOEFL , IELTS , GMAT , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,Yes,No
UNIVERSITY OF SAN FRANCISCO,Master of Public Health,2 Year,USD 30150,,"TOEFL , IELTS , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,No,No,No
UNIVERSITY OF SAN FRANCISCO,MSc in Computer Science,2 Year,USD 24120,,"GRE , TOEFL , IELTS , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,No,No
UNIVERSITY OF SAN FRANCISCO,Master in Business Administration (MBA),2 Year,USD 44160,,"GRE , GMAT , TOEFL , IELTS , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,Yes,No
UNIVERSITY OF SAN FRANCISCO,Master of Science in Biology,2 Year,USD 18377,,"GRE , IELTS , TOEFL , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,No,No
UNIVERSITY OF SAN FRANCISCO,BS in Data Science,4 Year,USD 45760,,"SAT , IELTS , TOEFL",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF SAN FRANCISCO,Bachelor of Science in Psychology,4 Year,USD 45760,,"SAT , IELTS , TOEFL",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF SAN FRANCISCO,Bachelor of Science in Business Administration i...,4 Year,USD 45760,,"IELTS , TOEFL",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF SAN FRANCISCO,BA in Design,4 Year,USD 45760,,"IELTS , TOEFL , SAT",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF SAN FRANCISCO,B.A Fine Arts,4 Year,USD 45760,,"IELTS , TOEFL , SAT",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF SAN FRANCISCO,BA in Economics,4 Year,USD 45760,,"GMAT , GRE , IELTS , TOEFL",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,No,Yes,Yes,No
UNIVERSITY OF SAN FRANCISCO,B.Sc. in Computer Science,4 Year,USD 44040,,"SAT , IELTS , TOEFL , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,No,No,Yes
UNIVERSITY OF SAN FRANCISCO,Master - Chemistry,2.5 Year,USD 12864,,"GRE , IELTS , TOEFL , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,No,No
UNIVERSITY OF SAN FRANCISCO,Master of Science in Health Informatics,,USD 24120,,"GRE , IELTS , TOEFL , PTE",Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,Yes,Yes,Yes,Yes,No,No
UNIVERSITY OF SAN FRANCISCO,N/A,N/A,N/A,N/A,N/A,Public,"2130 Fulton Street, San Francisco, CA, California",USA,1855,  http://www.sfsu.edu/,No,No,No,No,No,No
UNIVERSITY OF SOUTH CAROLINA,Master in International Business,1 Year,USD 18360,,"GMAT , GRE , IELTS , TOEFL",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,No,Yes,Yes,No
UNIVERSITY OF SOUTH CAROLINA,Master of Software Engineering,2 Year,USD 27408,,"GRE , IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,Yes,No,No
UNIVERSITY OF SOUTH CAROLINA,ME in Aerospace Engineering,2 Year,USD 32196,,,Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,No,No,No,No,No,No
UNIVERSITY OF SOUTH CAROLINA,Master of Engineering in Mechanical Engineering,2 Year,USD 27408,,"IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,No
UNIVERSITY OF SOUTH CAROLINA,M.S. in Nuclear Engineering,2 Year,USD 27408,,"GRE , IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,Yes,No,No
UNIVERSITY OF SOUTH CAROLINA,Masters of Science in Electrical Engineering,2 Year,USD 27408,,"IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,No
UNIVERSITY OF SOUTH CAROLINA,MS in Mechanical Engineering,2 Year,USD 27408,,"GRE , IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,Yes,No,No
UNIVERSITY OF SOUTH CAROLINA,Master of Science in Computer Science and Engine...,2 Year,USD 27408,,"GRE , IELTS",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,No,No,Yes,No,No
UNIVERSITY OF SOUTH CAROLINA,B.S.E. in Computer Engineering,4 Year,USD 30882,,"IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,No
UNIVERSITY OF SOUTH CAROLINA,Bachelor of Science in Business Administration i...,4 Year,USD 30882,,"IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,No
UNIVERSITY OF SOUTH CAROLINA,B.S.Computer Science,4 Year,USD 30882,,"SAT , IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,Yes
UNIVERSITY OF SOUTH CAROLINA,Bachelor of Science in Business Administration i...,4 Year,USD 30882,,"IELTS , TOEFL , PTE , SAT",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,Yes
UNIVERSITY OF SOUTH CAROLINA,Bachelor of Science in Electrical Engineering,4 Year,USD 30882,,"SAT , IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,Yes
UNIVERSITY OF SOUTH CAROLINA,Bachelor of Science in Business Administration i...,4 Year,USD 30882,,"IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,No,No,No
UNIVERSITY OF SOUTH CAROLINA,Master of Business Administration,11 month,USD 40790,,"GMAT , GRE , IELTS , TOEFL , PTE",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,Yes,Yes,Yes,No
UNIVERSITY OF SOUTH CAROLINA,International MBA,22 months,USD 39044,,"GMAT , GRE , IELTS , TOEFL",Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,Yes,Yes,No,Yes,Yes,No
UNIVERSITY OF SOUTH CAROLINA,N/A,N/A,N/A,N/A,N/A,Private,"Columbia, SC 29208, United States, South Carolina",USA,1801,  http://www.sc.edu/,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,M.A. in Kinesiology & Sport Science,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,Chemistry M.Sc. | Ph.D.,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,Biology M.Sc.,24 Months,EUR 526,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,M.A. in Political Science,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,M.A. in Psychology,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,MA in History,24 Months,EUR 526,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,English M.A. | Ph.D.,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,M. S. in Biomedical Engineering,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,Master of Occupational Therapy,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,Master of Science in Physician Assistant Studies,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,Master of Social Work (MSW),24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,M.Sc In Computer Science,24 Months,EUR 509,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,M.Sc Physics,24 Months,EUR 11600,,,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF SOUTH DAKOTA,N/A,N/A,N/A,N/A,N/A,Private,"414 E Clark St, Vermillion, SD 57069, USA, South Dakota",USA,1862,  http:// usd.edu,No,No,No,No,No,No
UNIVERSITY OF STRATHCLYDE,Master of Business Administration,1 Year,GBP 28000,,IELTS,Private,"16 Richmond St, Glasgow Metropolitan Area G1 1XQ, UK, Connecticut",USA,1796,  https://www.strath.ac.uk/,Yes,No,No,No,No,No
UNIVERSITY OF STRATHCLYDE,Masters of Clinical Pharmacy,1 Year,GBP 16700,,"IELTS , TOEFL",Private,"16 Richmond St, Glasgow Metropolitan Area G1 1XQ, UK, Connecticut",USA,1796,  https://www.strath.ac.uk/,Yes,Yes,No,No,No,No
UNIVERSITY OF STRATHCLYDE,N/A,N/A,N/A,N/A,N/A,Private,"16 Richmond St, Glasgow Metropolitan Area G1 1XQ, UK, Connecticut",USA,1796,  https://www.strath.ac.uk/,No,No,No,No,No,No
UNIVERSITY OF STRATHCLYDE,N/A,N/A,N/A,N/A,N/A,Private,"16 Richmond St, Glasgow Metropolitan Area G1 1XQ, UK, Connecticut",USA,1796,  https://www.strath.ac.uk/,No,No,No,No,No,No
UNIVERSITY OF STRATHCLYDE,N/A,N/A,N/A,N/A,N/A,Private,"16 Richmond St, Glasgow Metropolitan Area G1 1XQ, UK, Connecticut",USA,1796,  https://www.strath.ac.uk/,No,No,No,No,No,No
UNIVERSITY OF TENNESSEE,Master in Business Administration (MBA),17 Months,USD 48430,,"IELTS , TOEFL",Public,"Knoxville, TN 37996, Tennessee",USA,1794,  http://www.utk.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TENNESSEE,Master of Science in Business Analytics,1.5 Year,USD 31102,,"IELTS , TOEFL",Public,"Knoxville, TN 37996, Tennessee",USA,1794,  http://www.utk.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TENNESSEE,Master of Science (MSc) in Mechanical Engineerin...,2 Year,USD 31252,,"TOEFL , IELTS",Public,"Knoxville, TN 37996, Tennessee",USA,1794,  http://www.utk.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TENNESSEE,BS in Business Administration,4 Year,USD 31144,,"IELTS , TOEFL",Public,"Knoxville, TN 37996, Tennessee",USA,1794,  http://www.utk.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TENNESSEE,Bachelor of Science (BSc) in Electrical Engineer...,4 Year,USD 31144,,"TOEFL , IELTS",Public,"Knoxville, TN 37996, Tennessee",USA,1794,  http://www.utk.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TENNESSEE,N/A,N/A,N/A,N/A,N/A,Public,"Knoxville, TN 37996, Tennessee",USA,1794,  http://www.utk.edu/,No,No,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Electrical Engineering,1 Year,USD 17316,,"GRE , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,No,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Arts in Communication,1 Year,USD 17722,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Computer Science and Engine...,1 Year,USD 14823,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Mechanical Engineering,2 Year,USD 17316,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Computer Engineering,2 Year,USD 17908,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,MS Aerospace Engineering,2 Year,USD 17316,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Engineering (MEng) Industrial Engineer...,2 Year,USD 17316,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Engineering in Mechanical Engineering,2 Year,USD 17316,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science (M.Sc.) in Engineering Managem...,2 Year,USD 17316,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Software Engineering,2 Year,USD 17908,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Materials Science and Engin...,2 Year,USD 17316,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Systems Engineering,2 Year,USD 17316,,"IELTS , TOEFL , SAT",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Human Resource Management,2 Year,USD 19368,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Civil Engineering,2 Year,USD 17316,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,M.Sc. in Quantitative Finance,2 Year,USD 19368,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Professional Accounting,2 Year,USD 24116,,"GMAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,Yes,No
UNIVERSITY OF TEXAS AT ARLINGTON,M.Sc in Information Systems,2 Year,USD 18854,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Computer Science,2 Year,USD 17908,,"GRE , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,Yes,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,MBA Flexible Format,2 Year,USD 22095,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Master of Science in Business Analytics,2 Year,USD 19358,,"IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,No
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Science in Architecture,4 Year,USD 22838,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,BBA in Accounting,4 Year,USD 23258,,"IELTS , TOEFL , SAT",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Business Administration in Marketing,4 Year,USD 23258,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Science in Economics,4 Year,USD 23258,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Business Administration - Finance,4 Year,USD 23258,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Science in Computer Engineering,4 Year,USD 26710,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Science in Electrical Engineering,4 Year,USD 22598,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Science in Civil Engineering,4 Year,USD 25598,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,B.S. in Mechanical Engineering,4 Year,USD 25598,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,Bachelor of Science in Mathematics,4 Year,USD 22898,,"SAT , IELTS , TOEFL",Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TEXAS AT ARLINGTON,N/A,N/A,N/A,N/A,N/A,Private,"701 S Nedderman Dr, Arlington, TX 76019, USA, Texas",USA,1895,  http://www.uta.edu/uta/,No,No,No,No,No,No
UNIVERSITY OF TULSA,Master in Business Administration (MBA),2 Year,USD 25935,,"GMAT , GRE , IELTS , TOEFL",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,Yes,Yes,No
UNIVERSITY OF TULSA,Bachelor of Science (BSc) Electrical Engineering,4 Year,USD 45043,,"IELTS , TOEFL , SAT",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TULSA,Bachelor of Science (B.Sc.) in Computer Science,4 Year,USD 45043,,"SAT , IELTS , TOEFL",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TULSA,BA in Anthropology,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,Bachelor of Arts in Physics,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,Bachelor of Arts Chemistry,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,B.A. Biology,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,B.A. in Economics,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,B.A. in Mathematics,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,BA in Art History,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,B.A. in Philosophy,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,B.A. in Sociology,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,B.Sc in Economics,4 Year,USD 40484,,"TOEFL , IELTS",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,No
UNIVERSITY OF TULSA,Bachelor of Science in Business Administration (...,4 Year,USD 40484,,"IELTS , TOEFL , SAT",Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF TULSA,N/A,N/A,N/A,N/A,N/A,Private,"800 South Tucker Drive, Tulsa, OK 74104, Oklahoma",USA,1894,  http://www.utulsa.edu/,No,No,No,No,No,No
UNIVERSITY OF VERMONT,Sustainable Entrepreneurship MBA,1 Year,USD 49500,,"GMAT , GRE , IELTS , TOEFL",Public,"Burlington, VT 05405, Vermont",USA,1791,  http://www.uvm.edu/,Yes,Yes,No,Yes,Yes,No
UNIVERSITY OF VERMONT,Bachelor of Science (BSc) Electrical Engineering,4 Year,USD 38160,,"SAT , IELTS , TOEFL",Public,"Burlington, VT 05405, Vermont",USA,1791,  http://www.uvm.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF VERMONT,Bachelor of Science (BSc) in Civil Engineering,4 Year,USD 38160,,"SAT , IELTS , TOEFL",Public,"Burlington, VT 05405, Vermont",USA,1791,  http://www.uvm.edu/,Yes,Yes,No,No,No,Yes
UNIVERSITY OF VERMONT,N/A,N/A,N/A,N/A,N/A,Public,"Burlington, VT 05405, Vermont",USA,1791,  http://www.uvm.edu/,No,No,No,No,No,No
UNIVERSITY OF VERMONT,N/A,N/A,N/A,N/A,N/A,Public,"Burlington, VT 05405, Vermont",USA,1791,  http://www.uvm.edu/,No,No,No,No,No,No
UNIVERSITY OF VERMONT,N/A,N/A,N/A,N/A,N/A,Public,"Burlington, VT 05405, Vermont",USA,1791,  http://www.uvm.edu/,No,No,No,No,No,No
