university_name,subject,duration,tuition_fees,application_fees,exams_accepted,university_type,location,country,year_of_establish,university_website,IELTS,TOEFL,PTE,GRE,GMAT,SAT
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Executive MBA (EMBA),20 Months,USD 93500,,"GMAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,Yes,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Finance,1 Year,USD 85807,,"GMAT , GRE , IELTS , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,Yes,Yes,No,Yes,Yes,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Business Analytics,1 Year,USD 87740,,"GMAT , GRE , IELTS , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,Yes,Yes,No,Yes,Yes,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Science in Chemical Engineering,1.5 Year,USD 49580,,"GRE , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,Yes,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Masters in System Design and Management,12 Month,USD 59100,,"GMAT , GRE , IELTS , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,Yes,Yes,No,Yes,Yes,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Masters in Leaders for Global Operations,2 Year,USD 74200,,"GMAT , GRE , IELTS , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,Yes,Yes,No,Yes,Yes,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Business Administration (MBA),2 Year,USD 74200,,"GMAT , GRE",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,Yes,Yes,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Science in Materials Science and Engin...,2 Year,USD 49580,,,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,No,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Science in Mechanical Engineering,2 Year,USD 49580,,GRE,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,Yes,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Engineering in Civil and Environmental...,9 Month,USD 49580,,"GRE , IELTS , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,Yes,Yes,No,Yes,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),MSc in Management Studies,9 Month,USD 74200,,"GMAT , GRE",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,Yes,Yes,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Mechanical Engineering,4 Year,USD 53450,,"SAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),BSc in Management Science,4 Year,USD 53450,,"TOEFL , SAT",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Electrical Science and En...,4 Year,USD 53450,,,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,No,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Physics,4 Year,USD 53450,,"SAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Materials Science and Eng...,4 Year,USD 53450,,,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,No,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Biological Engineering,4 Year,USD 53450,,"SAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Chemistry,4 Year,USD 53450,,"SAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),BS Civil and Environmental Engineering,4 Year,USD 48140,,"SAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Computer Science and Engineering,4 Year,USD 53450,,"SAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Architecture,4 Year,USD 53450,,"SAT , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,Yes,No,No,No,Yes
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Chemical Engineering,4 Year,USD 53450,,,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,No,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Civil Engineering,4 Year,USD 53450,,,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,No,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Mathematics,4 Year,USD 53450,,,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,No,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Architecture,2.5 Year,USD 49580,,"GRE 2018-2019 , IELTS 2019 , TOEFL",Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,Yes,Yes,No,Yes,No,No
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),N/A,N/A,N/A,N/A,N/A,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861,  http://web.mit.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Master of Science (MSc) in Civil & Environme...,1 Year,USD 36330,,"GRE , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,Yes,No,No
STANFORD UNIVERSITY,M.Sc. in Statistics,18 Month,USD 52479,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Masters in Management Science and Engineering,18 Month,USD 55905,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,MS in Management,12 Month,USD 132900,,"GMAT , GRE , IELTS , TOEFL , PTE",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,Yes,Yes,Yes,Yes,Yes,No
STANFORD UNIVERSITY,MD,6 Year,USD 50715,,TOEFL,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,No
STANFORD UNIVERSITY,Masters Degree Programmes,6 Year,USD 50715,,TOEFL,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,No
STANFORD UNIVERSITY,Master of Science in Materials Science and Engin...,2 Year,USD 36330,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Master of Science in Medicine,2 Year,USD 44184,,TOEFL,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,No
STANFORD UNIVERSITY,Master in Business Administration (MBA),2 Year,USD 73062,,"GMAT , GRE , IELTS , TOEFL , PTE",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,Yes,Yes,Yes,Yes,Yes,No
STANFORD UNIVERSITY,MS in Mechanical Engineering,2 Year,USD 36330,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,MSc in Computer Science,2 Year,USD 36330,,"GRE , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,Yes,No,No
STANFORD UNIVERSITY,Master of Science (M.Sc) in Chemical Engineering,2 Year,USD 36330,,"GRE , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,Yes,No,No
STANFORD UNIVERSITY,Master of Science in Electrical Engineering,3 Year,USD 36330,,"GRE , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,Yes,No,No
STANFORD UNIVERSITY,B.E/B.Tech in Architecture Design,4 Year,USD 52857,,"SAT , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,Yes
STANFORD UNIVERSITY,B.sc in Computer Science,4 Year,USD 52857,,SAT,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,Yes
STANFORD UNIVERSITY,Bachelor of Science in Physics,4 Year,USD 52857,,SAT,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,Yes
STANFORD UNIVERSITY,Bachelor of Science in Mechanical Engineering,4 Year,USD 52857,,"SAT , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,Yes
STANFORD UNIVERSITY,Bachelor of Science in Management Science and En...,4 Year,USD 50703,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Bachelor of Science in Civil Engineering,4 Year,USD 52857,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Bachelor of Science in Mathematics,4 Year,USD 52857,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Bachelor of Science Product Design,4 Year,USD 52857,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Bachelor of Science in Biology,4 Year,USD 52857,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Bachelor of Science in Chemistry,4 Year,USD 52857,,"SAT , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,Yes
STANFORD UNIVERSITY,Bachelor of Science (BSc) in Electrical Engineer...,4 Year,USD 52857,,"SAT , TOEFL",Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,Yes
STANFORD UNIVERSITY,Bachelor of Arts in Economics,4 Year,USD 52857,,SAT,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,Yes
STANFORD UNIVERSITY,JD Program,4 Year,USD 52350,,,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
STANFORD UNIVERSITY,Stanford Executive Program,6 week,USD 67000,,TOEFL,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,Yes,No,No,No,No
STANFORD UNIVERSITY,N/A,N/A,N/A,N/A,N/A,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891,  http://www.stanford.edu/,No,No,No,No,No,No
HARVARD UNIVERSITY,M.sc in Computational Science and Engineering,1 Year,"USD 49,500",,"GRE , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,Yes,No,No
HARVARD UNIVERSITY,Master of Arts in Education,1 Year,USD 46816,,"IELTS , TOEFL , GRE",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,Yes,Yes,No,Yes,No,No
HARVARD UNIVERSITY,Master of Science in Computational Science and E...,1 Year,USD 49500,,"TOEFL , GRE",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,Yes,No,No
HARVARD UNIVERSITY,MD-MPH Program,5 Year,USD 54200,,IELTS 2018,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,Yes,No,No,No,No,No
HARVARD UNIVERSITY,Organizational Behaviour,5 Year,USD 19444,,TOEFL,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,No
HARVARD UNIVERSITY,Master of Public Health,5 Year,USD 54200,,IELTS,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,Yes,No,No,No,No,No
HARVARD UNIVERSITY,Graduate Program in Electrical Engineering,1.5 Year,USD 41832,,"GRE , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,Yes,No,No
HARVARD UNIVERSITY,Master in Business Administration (MBA),2 Year,USD 73440,,"GMAT , GRE , IELTS , PTE",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,Yes,No,Yes,Yes,Yes,No
HARVARD UNIVERSITY,Masters in Computer Science,2 Year,USD 49500,,"TOEFL , GRE",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,Yes,No,No
HARVARD UNIVERSITY,Master of Landscape Architecture,3 Year,USD 45440,,"TOEFL , GRE",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,Yes,No,No
HARVARD UNIVERSITY,Doctor of Dental Medicine (DMD),4 Year,USD 54200,,IELTS 2018,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,Yes,No,No,No,No,No
HARVARD UNIVERSITY,Bachelor in Psychology,4 Year,USD 50420,,,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,No,No,No,No,No
HARVARD UNIVERSITY,Doctor of Dental Medicine,4 Year,USD 54200,,IELTS,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,Yes,No,No,No,No,No
HARVARD UNIVERSITY,BA in Computer Science,4 Year,USD 51925,,"SAT , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,B.A. in Sociology,4 Year,USD 50420,,"TOEFL , SAT",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,BA in Philosophy,4 Year,USD 50420,,"TOEFL , SAT",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,Bachelors in Physics .,4 Year,USD 50420,,"SAT , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,B.E/B.Tech in Engineering Science,4 Year,USD 50420,,"TOEFL , SAT",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,Bachelor of biomedical engineering,4 Year,USD 50420,,,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,No,No,No,No,No
HARVARD UNIVERSITY,Bachelor in Electrical Engineering,4 Year,USD 50420,,"SAT , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,Bachelor of Statistics,4 Year,USD 50420,,"SAT , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,Bachelor of Mechanical Engineering,4 Year,USD 50420,,"SAT , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,No,No,Yes
HARVARD UNIVERSITY,Master of Architecture (M.Arch),4 Year,USD 48660,,"GRE , TOEFL",Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,Yes,No,Yes,No,No
HARVARD UNIVERSITY,Bachelor of Mathematics,4 Year,USD 50420,,,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,No,No,No,No,No
HARVARD UNIVERSITY,N/A,N/A,N/A,N/A,N/A,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636,  http://www.harvard.edu/,No,No,No,No,No,No
CALIFORNIA INSTITUTE OF TECHNOLOGY,Masters of Science in Aeronautics,1 Year,USD 45846,,"GRE , IELTS , TOEFL , PTE",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,Yes,Yes,Yes,Yes,No,No
CALIFORNIA INSTITUTE OF TECHNOLOGY,Masters of Science in Medical Engineering,2 Year,USD 45846,,"GRE , IELTS , TOEFL , PTE",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,Yes,Yes,Yes,Yes,No,No
CALIFORNIA INSTITUTE OF TECHNOLOGY,Master of Environmental Science and Engineering,2 Year,USD 45846,,"GRE , TOEFL , IELTS , PTE",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,Yes,Yes,Yes,Yes,No,No
CALIFORNIA INSTITUTE OF TECHNOLOGY,MS in Civil Engineering,2 Year,USD 45846,,"GRE , IELTS , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,Yes,Yes,No,Yes,No,No
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor of Engineering in Bioengineering,4 Year,USD 45846,,"SAT , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Chemical Engineering,4 Year,USD 45846,,"SAT , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Electrical Engineering,4 Year,USD 45846,,"SAT , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Applied Physics,4 Year,USD 45846,,,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,No,No,No,No,No
CALIFORNIA INSTITUTE OF TECHNOLOGY,B.Sc Geology,4 Year,USD 45846,,,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,No,No,No,No,No
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor of Chemistry,4 Year,USD 45846,,"SAT , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Biology,4 Year,USD 45846,,"SAT , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in History,4 Year,USD 45846,,"TOEFL , SAT",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in English Language,4 Year,USD 45846,,"SAT , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor of Computer Science,4 Year,USD 52506,,"SAT , TOEFL",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,"Bachelor in Business, Economics, and Management",4 Year,USD 45846,,"TOEFL , SAT",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,Yes,No,No,No,Yes
CALIFORNIA INSTITUTE OF TECHNOLOGY,N/A,N/A,N/A,N/A,N/A,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891,  http://www.caltech.edu/,No,No,No,No,No,No
PRINCETON UNIVERSITY,M.E. Electrical Engineering,1 Year,USD 45320,,"TOEFL , IELTS , GRE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,No,Yes,No,No
PRINCETON UNIVERSITY,"Master of Engineering in Mechanics, Materials, a...",1 Year,USD 45320,,"GRE , IELTS , TOEFL",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,No,Yes,No,No
PRINCETON UNIVERSITY,Masters in Finance,2 Year,USD 45320,,"GMAT , GRE , IELTS , TOEFL",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,No,Yes,Yes,No
PRINCETON UNIVERSITY,Master of Architecture (M.Arch),2 Year,USD 45320,,"GRE , IELTS , TOEFL",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,No,Yes,No,No
PRINCETON UNIVERSITY,Master of Public Affairs,2 Year,USD 45320,,"IELTS , TOEFL , GRE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,No,Yes,No,No
PRINCETON UNIVERSITY,Master of Science in Engineering Computer Scienc...,2 Year,USD 45320,,"GRE , IELTS , TOEFL",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,No,Yes,No,No
PRINCETON UNIVERSITY,Bachelor - Chemistry,3 Year,USD 21570,,"SAT , IELTS , TOEFL , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,Bachelor of Science in Chemical and Biological E...,4 Year,USD 45320,,"SAT , IELTS , TOEFL , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,BA in Economics,4 Year,USD 45320,,"IELTS , TOEFL , SAT , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,BSE Computer Engineering,4 Year,USD 51870,,"IELTS , TOEFL , PTE , SAT",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,Bachelor of Science (BSc) in Electrical Engineer...,4 Year,USD 45320,,"SAT , IELTS , TOEFL , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,Bachelor of Architecture (B.Arch),4 Year,USD 45320,,"SAT , IELTS , TOEFL , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,B.S.E. in Structural engineering,4 Year,USD 45320,,"SAT , IELTS , TOEFL , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,Bachelors of Arts in Mathematics,4 Year,USD 45320,,"IELTS , TOEFL , SAT , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,Bachelor of Arts in Public and International Aff...,4 Year,USD 45320,,"IELTS , TOEFL , SAT",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,No,No,No,Yes
PRINCETON UNIVERSITY,Bachelors in Physics .,4 Year,USD 45320,,"SAT , IELTS , TOEFL , PTE",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,Yes,Yes,Yes,No,No,Yes
PRINCETON UNIVERSITY,N/A,N/A,N/A,N/A,N/A,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746,  http://www.princeton.edu/,No,No,No,No,No,No
CORNELL UNIVERSITY,Master of Engineering in Engineering Physics,1 Year,USD 48900,,"IELTS , TOEFL , GRE",Private,"Ithaca, NY 14850, New York",USA,1865,  http://www.cornell.edu/,Yes,Yes,No,Yes,No,No
CORNELL UNIVERSITY,M.E/M.Tech in Civil and Environmental Engineerin...,1 Year,USD 48900,,"IELTS , TOEFL , GRE",Private,"Ithaca, NY 14850, New York",USA,1865,  http://www.cornell.edu/,Yes,Yes,No,Yes,No,No
