university_name,subject,university_type,location,country,year_of_establish,IELTS,TOEFL,PTE,GRE,GMAT,SAT,tuition_fees_usd,duration_months
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Executive MBA (EMBA),Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,1,0,93500.0,20.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Finance,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,1,1,0,1,1,0,85807.0,12.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Business Analytics,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,1,1,0,1,1,0,87740.0,12.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Science in Chemical Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,1,0,0,49580.0,18.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Masters in System Design and Management,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,1,1,0,1,1,0,59100.0,12.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Masters in Leaders for Global Operations,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,1,1,0,1,1,0,74200.0,24.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Business Administration (MBA),Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,1,1,0,74200.0,24.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Science in Materials Science and Engin...,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,0,0,0,49580.0,24.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Science in Mechanical Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,1,0,0,49580.0,24.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Engineering in Civil and Environmental...,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,1,1,0,1,0,0,49580.0,9.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),MSc in Management Studies,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,1,1,0,74200.0,9.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Mechanical Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),BSc in Management Science,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Electrical Science and En...,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,0,0,0,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Physics,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Materials Science and Eng...,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,0,0,0,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Biological Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Chemistry,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),BS Civil and Environmental Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,48140.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Computer Science and Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Architecture,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,1,0,0,0,1,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Chemical Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,0,0,0,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Civil Engineering,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,0,0,0,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Bachelor of Science in Mathematics,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,0,0,0,0,0,0,53450.0,48.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT),Master of Architecture,Private,"77 Massachusetts Ave, Cambridge, MA 02139, USA, Massachusetts",USA,1861.0,1,1,0,1,0,0,49580.0,30.0
STANFORD UNIVERSITY,Master of Science (MSc) in Civil & Environme...,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,1,0,0,36330.0,12.0
STANFORD UNIVERSITY,M.Sc. in Statistics,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,52479.0,18.0
STANFORD UNIVERSITY,Masters in Management Science and Engineering,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,55905.0,18.0
STANFORD UNIVERSITY,MS in Management,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,1,1,1,1,1,0,132900.0,12.0
STANFORD UNIVERSITY,MD,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,0,0,0,50715.0,72.0
STANFORD UNIVERSITY,Masters Degree Programmes,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,0,0,0,50715.0,72.0
STANFORD UNIVERSITY,Master of Science in Materials Science and Engin...,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,36330.0,24.0
STANFORD UNIVERSITY,Master of Science in Medicine,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,0,0,0,44184.0,24.0
STANFORD UNIVERSITY,Master in Business Administration (MBA),Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,1,1,1,1,1,0,73062.0,24.0
STANFORD UNIVERSITY,MS in Mechanical Engineering,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,36330.0,24.0
STANFORD UNIVERSITY,MSc in Computer Science,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,1,0,0,36330.0,24.0
STANFORD UNIVERSITY,Master of Science (M.Sc) in Chemical Engineering,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,1,0,0,36330.0,24.0
STANFORD UNIVERSITY,Master of Science in Electrical Engineering,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,1,0,0,36330.0,36.0
STANFORD UNIVERSITY,B.E/B.Tech in Architecture Design,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,0,0,1,52857.0,48.0
STANFORD UNIVERSITY,B.sc in Computer Science,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,1,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science in Physics,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,1,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science in Mechanical Engineering,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,0,0,1,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science in Management Science and En...,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,50703.0,48.0
STANFORD UNIVERSITY,Bachelor of Science in Civil Engineering,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science in Mathematics,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science Product Design,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science in Biology,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science in Chemistry,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,0,0,1,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Science (BSc) in Electrical Engineer...,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,1,0,0,0,1,52857.0,48.0
STANFORD UNIVERSITY,Bachelor of Arts in Economics,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,1,52857.0,48.0
STANFORD UNIVERSITY,JD Program,Private,"450 Serra Mall, Stanford, CA 94305, USA, California",USA,1891.0,0,0,0,0,0,0,52350.0,48.0
HARVARD UNIVERSITY,M.sc in Computational Science and Engineering,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,1,0,0,49500.0,12.0
HARVARD UNIVERSITY,Master of Arts in Education,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,1,1,0,1,0,0,46816.0,12.0
HARVARD UNIVERSITY,Master of Science in Computational Science and E...,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,1,0,0,49500.0,12.0
HARVARD UNIVERSITY,MD-MPH Program,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,1,0,0,0,0,0,54200.0,60.0
HARVARD UNIVERSITY,Organizational Behaviour,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,0,19444.0,60.0
HARVARD UNIVERSITY,Master of Public Health,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,1,0,0,0,0,0,54200.0,60.0
HARVARD UNIVERSITY,Graduate Program in Electrical Engineering,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,1,0,0,41832.0,18.0
HARVARD UNIVERSITY,Master in Business Administration (MBA),Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,1,0,1,1,1,0,73440.0,24.0
HARVARD UNIVERSITY,Masters in Computer Science,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,1,0,0,49500.0,24.0
HARVARD UNIVERSITY,Master of Landscape Architecture,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,1,0,0,45440.0,36.0
HARVARD UNIVERSITY,Doctor of Dental Medicine (DMD),Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,1,0,0,0,0,0,54200.0,48.0
HARVARD UNIVERSITY,Bachelor in Psychology,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,0,0,0,0,0,50420.0,48.0
HARVARD UNIVERSITY,Doctor of Dental Medicine,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,1,0,0,0,0,0,54200.0,48.0
HARVARD UNIVERSITY,BA in Computer Science,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,51925.0,48.0
HARVARD UNIVERSITY,B.A. in Sociology,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,50420.0,48.0
HARVARD UNIVERSITY,BA in Philosophy,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,50420.0,48.0
HARVARD UNIVERSITY,Bachelors in Physics .,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,50420.0,48.0
HARVARD UNIVERSITY,B.E/B.Tech in Engineering Science,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,50420.0,48.0
HARVARD UNIVERSITY,Bachelor of biomedical engineering,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,0,0,0,0,0,50420.0,48.0
HARVARD UNIVERSITY,Bachelor in Electrical Engineering,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,50420.0,48.0
HARVARD UNIVERSITY,Bachelor of Statistics,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,50420.0,48.0
HARVARD UNIVERSITY,Bachelor of Mechanical Engineering,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,0,0,1,50420.0,48.0
HARVARD UNIVERSITY,Master of Architecture (M.Arch),Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,1,0,1,0,0,48660.0,48.0
HARVARD UNIVERSITY,Bachelor of Mathematics,Private,"Harvard University, Cambridge, MA 02138, United States, Massachusetts",USA,1636.0,0,0,0,0,0,0,50420.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Masters of Science in Aeronautics,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,1,1,1,1,0,0,45846.0,12.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Masters of Science in Medical Engineering,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,1,1,1,1,0,0,45846.0,24.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Master of Environmental Science and Engineering,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,1,1,1,1,0,0,45846.0,24.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,MS in Civil Engineering,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,1,1,0,1,0,0,45846.0,24.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor of Engineering in Bioengineering,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Chemical Engineering,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Electrical Engineering,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Applied Physics,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,0,0,0,0,0,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,B.Sc Geology,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,0,0,0,0,0,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor of Chemistry,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in Biology,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in History,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor in English Language,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,Bachelor of Computer Science,Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,52506.0,48.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,"Bachelor in Business, Economics, and Management",Private,"1200 E California Blvd, Pasadena, CA 91125, USA, California",USA,1891.0,0,1,0,0,0,1,45846.0,48.0
PRINCETON UNIVERSITY,M.E. Electrical Engineering,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,0,1,0,0,45320.0,12.0
PRINCETON UNIVERSITY,"Master of Engineering in Mechanics, Materials, a...",Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,0,1,0,0,45320.0,12.0
PRINCETON UNIVERSITY,Masters in Finance,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,0,1,1,0,45320.0,24.0
PRINCETON UNIVERSITY,Master of Architecture (M.Arch),Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,0,1,0,0,45320.0,24.0
PRINCETON UNIVERSITY,Master of Public Affairs,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,0,1,0,0,45320.0,24.0
PRINCETON UNIVERSITY,Master of Science in Engineering Computer Scienc...,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,0,1,0,0,45320.0,24.0
PRINCETON UNIVERSITY,Bachelor - Chemistry,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,21570.0,36.0
PRINCETON UNIVERSITY,Bachelor of Science in Chemical and Biological E...,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,45320.0,48.0
PRINCETON UNIVERSITY,BA in Economics,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,45320.0,48.0
PRINCETON UNIVERSITY,BSE Computer Engineering,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,51870.0,48.0
PRINCETON UNIVERSITY,Bachelor of Science (BSc) in Electrical Engineer...,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,45320.0,48.0
PRINCETON UNIVERSITY,Bachelor of Architecture (B.Arch),Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,45320.0,48.0
PRINCETON UNIVERSITY,B.S.E. in Structural engineering,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,45320.0,48.0
PRINCETON UNIVERSITY,Bachelors of Arts in Mathematics,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,45320.0,48.0
PRINCETON UNIVERSITY,Bachelor of Arts in Public and International Aff...,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,0,0,0,1,45320.0,48.0
PRINCETON UNIVERSITY,Bachelors in Physics .,Private,"Princeton, NJ 08544, USA, New Jersey",USA,1746.0,1,1,1,0,0,1,45320.0,48.0
CORNELL UNIVERSITY,Master of Engineering in Engineering Physics,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,0,0,48900.0,12.0
CORNELL UNIVERSITY,M.E/M.Tech in Civil and Environmental Engineerin...,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,0,0,48900.0,12.0
CORNELL UNIVERSITY,Masters of Professional Studies in Information S...,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,0,0,50712.0,12.0
CORNELL UNIVERSITY,Master of Engineering in Mechanical Engineering,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,0,0,48900.0,12.0
CORNELL UNIVERSITY,M.E. Computer Science Engineering,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,0,0,48900.0,12.0
CORNELL UNIVERSITY,Master in Engineering Management,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,0,0,48900.0,12.0
CORNELL UNIVERSITY,Master of Management in Hospitality (MMH),Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,0,50712.0,18.0
CORNELL UNIVERSITY,Master in Business Administration (MBA),Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,1,0,61584.0,24.0
CORNELL UNIVERSITY,Master of Science,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,0,29500.0,24.0
CORNELL UNIVERSITY,Bachelor of Electrical and Computer Engineering,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,1,50712.0,36.0
CORNELL UNIVERSITY,Ph.D in Applied Physics,Private,"Ithaca, NY 14850, New York",USA,1865.0,0,1,0,1,0,0,29500.0,36.0
CORNELL UNIVERSITY,Bachelor of Science (BSc) in Civil Engineering,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,1,50712.0,48.0
CORNELL UNIVERSITY,Bachelor of Science (B.Sc) in Chemical Engineeri...,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,1,50712.0,48.0
CORNELL UNIVERSITY,Bachelor of Science (BSc) in Environmental Engin...,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,1,0,0,50712.0,48.0
CORNELL UNIVERSITY,Bachelor of Science in Engineering - Engineering...,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,1,50712.0,48.0
CORNELL UNIVERSITY,Bachelor of Science in Computer Science,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,1,50712.0,48.0
CORNELL UNIVERSITY,Bachelor in Economics,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,1,50712.0,48.0
CORNELL UNIVERSITY,Bachelor of Science In Hotel Administration,Private,"Ithaca, NY 14850, New York",USA,1865.0,1,1,0,0,0,1,50712.0,48.0
YALE UNIVERSITY,Master of Advanced Management,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,1,1,0,71620.0,12.0
YALE UNIVERSITY,MS in Environmental Engineering,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,0,0,0,0,0,0,43300.0,12.0
YALE UNIVERSITY,Bachelor of Science in Environmental Engineering,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,0,0,0,0,0,0,55500.0,12.0
YALE UNIVERSITY,Master of Engineering in Biomedical Engineering,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,0,0,0,0,0,0,43300.0,12.0
YALE UNIVERSITY,MS in Chemical Engineering,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,0,0,0,0,0,0,43300.0,12.0
YALE UNIVERSITY,Master of Law (LLM),Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,0,1,0,0,0,0,53950.0,12.0
YALE UNIVERSITY,Phd in Computer Science,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,1,0,0,37600.0,72.0
YALE UNIVERSITY,Master in Business Administration (MBA),Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,0,0,0,1,1,0,72350.0,24.0
YALE UNIVERSITY,M.E/M.Tech in Mechanical Engineering and Materia...,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,1,0,0,39800.0,24.0
YALE UNIVERSITY,Master of Science in Computer Science,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,1,0,0,43300.0,24.0
YALE UNIVERSITY,B. Sc. (Statistics),Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,49480.0,48.0
YALE UNIVERSITY,BS in Mechanical Engineering,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,55500.0,48.0
YALE UNIVERSITY,BS in Applied Physics,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,49480.0,48.0
YALE UNIVERSITY,Bachelor of Arts in Architecture,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,55500.0,48.0
YALE UNIVERSITY,Bachelor of Science (BSc) in Electrical Engineer...,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,53430.0,48.0
YALE UNIVERSITY,Bachelor of Science (B.Sc) in Chemical Engineeri...,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,55500.0,48.0
YALE UNIVERSITY,BSc in Computer Science,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,55500.0,48.0
YALE UNIVERSITY,BA COMPUTER SCIENCE,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,1,1,1,0,0,1,49480.0,48.0
YALE UNIVERSITY,Executive MBA,Private,"Yale University, New Haven, CT 06511, USA, Connecticut",USA,1701.0,0,0,0,1,1,0,102272.0,22.0
COLUMBIA UNIVERSITY,M.S. Civil Engineering,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,0,0,0,0,0,0,55740.0,12.0
COLUMBIA UNIVERSITY,MS in Applied Analytics,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,1,1,0,0,0,0,69192.0,12.0
COLUMBIA UNIVERSITY,Master in Biomedical Engineering,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,0,0,0,0,0,0,55740.0,12.0
COLUMBIA UNIVERSITY,M.S. in Materials Science and Engineering,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,0,0,0,0,0,0,55740.0,12.0
COLUMBIA UNIVERSITY,Master of Science in Earth Resources Engineering,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,0,0,0,0,0,0,55740.0,12.0
COLUMBIA UNIVERSITY,Doctor of Philosophy (Ph.D.) in Materials Scienc...,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,0,0,0,0,0,0,42280.0,60.0
COLUMBIA UNIVERSITY,Master of Business Administration,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,0,0,0,0,0,0,74400.0,24.0
COLUMBIA UNIVERSITY,Masters of Science in Management Science and Eng...,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,0,0,0,0,0,0,33444.0,24.0
COLUMBIA UNIVERSITY,Bachelors in Astronomy,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,1,1,0,0,0,1,52478.0,48.0
COLUMBIA UNIVERSITY,Executive MBA,Private,"116th St & Broadway, New York, NY 10027, USA, New York",USA,1754.0,1,1,0,0,0,1,52478.0,48.0
