university_name,subject,university_type,location,country,year_of_establish,IELTS,TOEFL,PTE,GRE,GMAT,SAT,tuition_fees_usd,duration_months
TOURO COLLEGE,Master of Science in Accounting,Private,"27, 33 W 23rd St, New York, NY 10010, United States, New York",USA,1970.0,1,1,0,0,0,0,11400.0,30.0
TOURO UNIVERSITY CALIFORNIA,Master of Science in Nursing,Private,"1310 Club Dr, Vallejo, CA 94592, USA, California",USA,1997.0,0,0,0,0,0,0,13860.0,12.0
TOURO UNIVERSITY CALIFORNIA,Doctor of Pharmacy,Private,"1310 Club Dr, Vallejo, CA 94592, USA, California",USA,1997.0,0,0,0,0,0,0,44100.0,48.0
TRANSYLVANIA UNIVERSITY,Bachelors in Economics,Private,"300 N Broadway, Lexington, KY 40508, USA, Kentucky",USA,1780.0,0,1,0,0,0,0,35770.0,48.0
TRANSYLVANIA UNIVERSITY,Bachelors in Computer Sciences,Private,"300 N Broadway, Lexington, KY 40508, USA, Kentucky",USA,1780.0,0,1,0,0,0,0,35770.0,48.0
TRANSYLVANIA UNIVERSITY,Bachelors in Business Administration,Private,"300 N Broadway, Lexington, KY 40508, USA, Kentucky",USA,1780.0,0,1,0,0,0,0,35770.0,48.0
TRANSYLVANIA UNIVERSITY,Bachelors in International Affairs,Private,"300 N Broadway, Lexington, KY 40508, USA, Kentucky",USA,1780.0,0,1,0,0,0,0,35770.0,48.0
TRINE UNIVERSITY,Master of Science with a Criminal Justice,Private,"1 University Ave, Angola, IN 46703, USA, Louisiana",USA,1884.0,0,0,0,0,0,0,16470.33,12.0
TRINE UNIVERSITY,Master of Science (MSc) in Engineering Managemen...,Private,"1 University Ave, Angola, IN 46703, USA, Louisiana",USA,1884.0,1,1,0,0,0,0,12150.0,12.0
TRINE UNIVERSITY,M.Sc. in Business Analytics,Private,"1 University Ave, Angola, IN 46703, USA, Louisiana",USA,1884.0,0,0,0,0,0,0,16470.33,12.0
TRINE UNIVERSITY,Master of Science in Organizational Leadership,Private,"1 University Ave, Angola, IN 46703, USA, Louisiana",USA,1884.0,0,0,0,0,0,0,12150.0,12.0
TRINE UNIVERSITY,MSc in Information Studies,Private,"1 University Ave, Angola, IN 46703, USA, Louisiana",USA,1884.0,1,1,0,0,0,0,12150.0,12.0
TRINE UNIVERSITY,Master of Business Administration,Private,"1 University Ave, Angola, IN 46703, USA, Louisiana",USA,1884.0,1,1,0,0,0,0,12150.0,18.0
TRINITY CHRISTIAN COLLEGE,Bachelors in Engineering,Private,"6601 W College Dr, Palos Heights, IL 60463, USA, Illinois",USA,1959.0,1,0,0,0,0,0,27200.0,48.0
TRINITY CHRISTIAN COLLEGE,Bachelor of Science in Computer Science,Private,"6601 W College Dr, Palos Heights, IL 60463, USA, Illinois",USA,1959.0,1,1,0,0,0,0,27200.0,48.0
TRINITY CHRISTIAN COLLEGE,Bachelor of Science in Marketing,Private,"6601 W College Dr, Palos Heights, IL 60463, USA, Illinois",USA,1959.0,1,1,0,0,0,0,27200.0,48.0
TRINITY CHRISTIAN COLLEGE,Bachelor of Science in Nursing,Private,"6601 W College Dr, Palos Heights, IL 60463, USA, Illinois",USA,1959.0,0,1,0,0,0,0,26190.0,48.0
TRINITY COLLEGE,Master of Arts in English,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,13875.0,24.0
TRINITY COLLEGE,Master of Arts in Public Policy,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,13875.0,24.0
TRINITY COLLEGE,Bachelor of Philosophy,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelor in Sociology,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelor of International Studies,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelors in Chemistry,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelor of Science in Biology,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelor of Science in Engineering,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelors in Physics .,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelor of Science in Computer Science,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,B.A. in Psychology,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelor in English Language,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,B.A. Economics,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
TRINITY COLLEGE,Bachelors in Anthropology,Private,"300 Summit St, Hartford, CT 06106, USA, Connecticut",USA,1823.0,1,1,0,0,0,0,52280.0,48.0
UNIVERSITY OF NORTHERN IOWA,Master of Science in Computer Science,Public,"1227 W 27th St, Cedar Falls, IA 50614, USA, Iowa",USA,1876.0,1,1,0,0,0,0,19007.0,24.0
UNIVERSITY OF NORTHERN IOWA,Master of Science in Technology,Public,"1227 W 27th St, Cedar Falls, IA 50614, USA, Iowa",USA,1876.0,1,1,0,0,0,0,19066.0,24.0
UNIVERSITY OF NORTHERN IOWA,MS in Biology,Public,"1227 W 27th St, Cedar Falls, IA 50614, USA, Iowa",USA,1876.0,1,1,0,0,0,0,19066.0,24.0
UNIVERSITY OF NORTHERN IOWA,B.A philosophy,Public,"1227 W 27th St, Cedar Falls, IA 50614, USA, Iowa",USA,1876.0,0,0,0,0,0,0,17640.0,48.0
UNIVERSITY OF OKLAHOMA,Bachelor of Science in Electrical Engineering,Public,"660 Parrington Oval, Norman, OK 73019, USA, Oklahoma",USA,1890.0,1,1,0,0,0,0,27300.0,48.0
UNIVERSITY OF OKLAHOMA,Bachelor of Business Administration in General M...,Public,"660 Parrington Oval, Norman, OK 73019, USA, Oklahoma",USA,1890.0,1,1,0,0,0,0,27100.0,48.0
UNIVERSITY OF OKLAHOMA,Master in Business Administration (MBA),Public,"660 Parrington Oval, Norman, OK 73019, USA, Oklahoma",USA,1890.0,1,1,0,1,1,0,37700.0,16.0
UNIVERSITY OF PENNSYLVANIA WHARTON SCHOOL,Master of Business Administration,Private,"3620 Locust Walk, Philadelphia, PA 19104, USA, Pennsylvania",USA,1881.0,0,0,0,0,0,0,76580.0,20.0
UNIVERSITY OF PENNSYLVANIA WHARTON SCHOOL,Bsc in Economics,Private,"3620 Locust Walk, Philadelphia, PA 19104, USA, Pennsylvania",USA,1881.0,0,0,0,0,0,0,47416.0,48.0
UNIVERSITY OF PHOENIX,Master of Information Systems,Private,"1625 W Fountainhead Pkwy, Tempe, AZ 85282, USA, Arizona",USA,1976.0,1,1,1,0,0,0,24864.0,18.0
UNIVERSITY OF PHOENIX,Master in Business Administration (MBA),Private,"1625 W Fountainhead Pkwy, Tempe, AZ 85282, USA, Arizona",USA,1976.0,1,1,1,0,0,0,19029.0,24.0
UNIVERSITY OF PHOENIX,Bachelor of Science in Information Technology,Private,"1625 W Fountainhead Pkwy, Tempe, AZ 85282, USA, Arizona",USA,1976.0,1,1,1,0,0,0,12300.0,48.0
UNIVERSITY OF REDLANDS,MBA in Finance,Private,"1200 E Colton Ave, Redlands, CA 92374, USA, California",USA,1907.0,0,0,0,0,0,0,13821.0,24.0
UNIVERSITY OF REDLANDS,MBA in Marketing,Private,"1200 E Colton Ave, Redlands, CA 92374, USA, California",USA,1907.0,0,0,0,0,0,0,13821.0,24.0
UNIVERSITY OF REDLANDS,Master in Business Administration (MBA),Private,"1200 E Colton Ave, Redlands, CA 92374, USA, California",USA,1907.0,0,0,0,0,0,0,13821.0,24.0
UNIVERSITY OF SAINT FRANCIS,Associate of Science in Radiologic Technology,Private,"2701 Spring St, Fort Wayne, IN 46808, USA, Indiana",USA,1890.0,0,1,0,0,0,0,25000.0,24.0
UNIVERSITY OF SAINT FRANCIS,Bachelor of Science in Chemistry,Private,"2701 Spring St, Fort Wayne, IN 46808, USA, Indiana",USA,1890.0,0,1,0,0,0,0,56780.0,48.0
UNIVERSITY OF SAINT FRANCIS,Bachelor of Science in Health and Exercise Scien...,Private,"2701 Spring St, Fort Wayne, IN 46808, USA, Indiana",USA,1890.0,0,1,0,0,0,0,25000.0,48.0
UNIVERSITY OF SAINT MARY,MBA,Private,"4100 S 4th St, Leavenworth, KS 66048, USA, Kansas",USA,1852.0,1,0,0,0,0,0,14829.0,18.0
UNIVERSITY OF SAINT MARY,Master of Science in Computer Science,Private,"4100 S 4th St, Leavenworth, KS 66048, USA, Kansas",USA,1852.0,1,0,0,0,0,0,16311.0,24.0
UNIVERSITY OF SAINT MARY,Master of Science in Electrical Engineering,Private,"4100 S 4th St, Leavenworth, KS 66048, USA, Kansas",USA,1852.0,1,0,0,0,0,0,14829.0,24.0
UNIVERSITY OF SAINT MARY,B.Sc Computer Science,Private,"4100 S 4th St, Leavenworth, KS 66048, USA, Kansas",USA,1852.0,1,0,0,0,0,0,13820.0,48.0
UNIVERSITY OF SAINT MARY,BS Electrical Engineering,Private,"4100 S 4th St, Leavenworth, KS 66048, USA, Kansas",USA,1852.0,1,0,0,0,0,0,27670.0,48.0
UNIVERSITY OF SAN DIEGO,Master of Science in Accounting and Taxation,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,0,1,0,42450.0,12.0
UNIVERSITY OF SAN DIEGO,MS in Health Care Informatics,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,0,0,0,34200.0,24.0
UNIVERSITY OF SAN DIEGO,Master of Science in Finance,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,1,1,0,22640.0,24.0
UNIVERSITY OF SAN DIEGO,Master of Science in Supply Chain Management,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,0,0,0,25470.0,24.0
UNIVERSITY OF SAN DIEGO,Evening MBA,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,1,1,0,28302.0,36.0
UNIVERSITY OF SAN DIEGO,BS Electrical Engineering,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,0,0,0,0,0,0,45540.0,48.0
UNIVERSITY OF SAN DIEGO,Bachelors in Computer Sciences,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,0,0,1,45540.0,48.0
UNIVERSITY OF SAN DIEGO,Bachelors in International Business,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,0,0,1,45540.0,48.0
UNIVERSITY OF SAN DIEGO,Bachelor of Finance,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,0,0,1,45540.0,48.0
UNIVERSITY OF SAN DIEGO,Full Time MBA,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,0,1,0,0,1,0,42153.0,22.0
UNIVERSITY OF SAN DIEGO,Master of Science in Executive Leadership,Private,"5998 Alcala Park, San Diego, CA 92110, USA, California",USA,1949.0,1,1,0,0,1,0,42456.0,22.0
UNIVERSITY OF SCRANTON,Master of Business Administration (MBA),Private,"800 Linden St, Scranton, PA 18510, USA, Pennsylvania",USA,1888.0,1,1,0,0,1,0,19851.0,24.0
UNIVERSITY OF SCRANTON,Bachelor of Science in Computer Science,Private,"800 Linden St, Scranton, PA 18510, USA, Pennsylvania",USA,1888.0,1,1,0,0,0,1,41762.0,48.0
UNIVERSITY OF SCRANTON,Bachelors in Marketing,Private,"800 Linden St, Scranton, PA 18510, USA, Pennsylvania",USA,1888.0,1,1,0,0,0,1,41762.0,48.0
UNIVERSITY OF SIOUX FALLS,MBA in Organizational Leadership,Private,"1101 W 22nd St, Sioux Falls, SD 57105, USA, South Dakota",USA,1883.0,1,1,0,0,0,0,17280.0,12.0
UNIVERSITY OF SIOUX FALLS,B.S. in Biology,Private,"1101 W 22nd St, Sioux Falls, SD 57105, USA, South Dakota",USA,1883.0,1,1,0,0,0,0,27980.0,48.0
UNIVERSITY OF SIOUX FALLS,B.S.Computer Science,Private,"1101 W 22nd St, Sioux Falls, SD 57105, USA, South Dakota",USA,1883.0,1,1,0,0,0,0,27980.0,48.0
UNIVERSITY OF SIOUX FALLS,B.S. Chemistry,Private,"1101 W 22nd St, Sioux Falls, SD 57105, USA, South Dakota",USA,1883.0,1,1,0,0,0,0,27980.0,48.0
UNIVERSITY OF SIOUX FALLS,B.A. in History,Private,"1101 W 22nd St, Sioux Falls, SD 57105, USA, South Dakota",USA,1883.0,1,1,0,0,0,0,27980.0,48.0
UNIVERSITY OF SIOUX FALLS,B.A. Accounting,Private,"1101 W 22nd St, Sioux Falls, SD 57105, USA, South Dakota",USA,1883.0,1,1,0,0,0,0,27980.0,48.0
UNIVERSITY OF SIOUX FALLS,B.A. Business Administration,Private,"1101 W 22nd St, Sioux Falls, SD 57105, USA, South Dakota",USA,1883.0,1,1,0,0,0,0,27980.0,48.0
WELLS COLLEGE,Bachelor of economics and management,Private,"170 Main St, Aurora, NY 13026, USA, New York",USA,1868.0,1,1,0,0,0,1,38530.0,48.0
WELLS COLLEGE,Bachelor of Computer Science,Private,"170 Main St, Aurora, NY 13026, USA, New York",USA,1868.0,1,1,0,0,0,1,38530.0,48.0
WELLS COLLEGE,Bachelor of Political Science (B.Pol.Sci.),Private,"170 Main St, Aurora, NY 13026, USA, New York",USA,1868.0,1,1,0,0,0,1,38530.0,48.0
WELLS COLLEGE,Bachelor of Chemistry,Private,"170 Main St, Aurora, NY 13026, USA, New York",USA,1868.0,1,1,0,0,0,1,38530.0,48.0
WELLS COLLEGE,Bachelor of Biology,Private,"170 Main St, Aurora, NY 13026, USA, New York",USA,1868.0,1,1,0,0,0,1,38530.0,48.0
WELLS COLLEGE,Bachelor of Psychology,Private,"170 Main St, Aurora, NY 13026, USA, New York",USA,1868.0,1,1,0,0,0,1,38530.0,48.0
WENTWORTH INSTITUTE OF TECHNOLOGY,Bachelor of Science in Project Management,Private,"550 Huntington Ave, Boston, MA 02115, USA, Massachusetts",USA,1904.0,1,1,0,0,0,0,31840.0,36.0
WENTWORTH INSTITUTE OF TECHNOLOGY,Bachelor of Science in Computer Information Syst...,Private,"550 Huntington Ave, Boston, MA 02115, USA, Massachusetts",USA,1904.0,1,1,0,0,0,0,31840.0,48.0
WENTWORTH INSTITUTE OF TECHNOLOGY,Bachelor of Science in Electrical Engineering,Private,"550 Huntington Ave, Boston, MA 02115, USA, Massachusetts",USA,1904.0,1,1,0,0,0,0,31840.0,48.0
WENTWORTH INSTITUTE OF TECHNOLOGY,Bachelor of Science in Civil Engineering,Private,"550 Huntington Ave, Boston, MA 02115, USA, Massachusetts",USA,1904.0,1,1,0,0,0,0,31840.0,48.0
WEST COAST UNIVERSITY,Bachelor of Nursing,Private,"Irvine, California, United States, California",USA,1909.0,0,0,0,0,0,1,33100.0,36.0
WEST COAST UNIVERSITY,Bachelor of Science in Dental Hygiene,Private,"Irvine, California, United States, California",USA,1909.0,0,0,0,0,0,0,35292.0,32.0
WEST COAST UNIVERSITY,Master of Nursing,Private,"Irvine, California, United States, California",USA,1909.0,0,0,0,0,0,0,19594.0,23.0
WEST TEXAS A & M UNIVERSITY,Master of Science in Engineering Technology,Public,"2501 4th Ave, Canyon, TX 79016, USA, Texas",USA,1910.0,1,1,0,0,0,0,13785.0,18.0
WEST TEXAS A & M UNIVERSITY,Master of Business Administration,Public,"2501 4th Ave, Canyon, TX 79016, USA, Texas",USA,1910.0,1,1,0,0,0,0,52598.0,24.0
WEST TEXAS A & M UNIVERSITY,Bachelors in Computer Science,Public,"2501 4th Ave, Canyon, TX 79016, USA, Texas",USA,1910.0,1,1,0,0,0,0,21476.0,48.0
WEST TEXAS A & M UNIVERSITY,Mechanical Engineering,Public,"2501 4th Ave, Canyon, TX 79016, USA, Texas",USA,1910.0,1,1,0,0,0,0,21476.0,48.0
WESTERN CAROLINA UNIVERSITY,Master of Business Administration,Private,"1 University Way, Cullowhee, NC 28723, USA, North Carolina",USA,1889.0,1,0,0,0,1,0,21621.0,24.0
WESTERN CAROLINA UNIVERSITY,Master of Science in Biology,Private,"1 University Way, Cullowhee, NC 28723, USA, North Carolina",USA,1889.0,1,1,0,0,0,0,19821.0,24.0
WESTERN CAROLINA UNIVERSITY,Master of Health Sciences,Private,"1 University Way, Cullowhee, NC 28723, USA, North Carolina",USA,1889.0,1,1,0,0,0,0,18744.0,24.0
WESTERN CAROLINA UNIVERSITY,Master of Science in Technology,Private,"1 University Way, Cullowhee, NC 28723, USA, North Carolina",USA,1889.0,1,1,0,0,0,0,19821.0,24.0
WESTERN CAROLINA UNIVERSITY,Bachelor of Science in Psychology,Private,"1 University Way, Cullowhee, NC 28723, USA, North Carolina",USA,1889.0,0,1,0,0,0,0,19642.0,48.0
WESTERN CONNECTICUT STATE UNIVERSITY,Master of Science in Education,Public,"181 White St, Danbury, CT 06810, USA, Connecticut",USA,1903.0,1,1,0,0,0,0,18102.0,18.0
WESTERN CONNECTICUT STATE UNIVERSITY,M.A. in Mathematics,Public,"181 White St, Danbury, CT 06810, USA, Connecticut",USA,1903.0,1,1,0,0,0,0,18102.0,18.0
WESTERN CONNECTICUT STATE UNIVERSITY,Master of Fine Arts in Visual Arts,Public,"181 White St, Danbury, CT 06810, USA, Connecticut",USA,1903.0,1,1,0,0,0,0,18102.0,24.0
WESTERN CONNECTICUT STATE UNIVERSITY,B.A. Social Work,Public,"181 White St, Danbury, CT 06810, USA, Connecticut",USA,1903.0,1,1,0,0,0,0,16882.0,48.0
WESTERN ILLINOIS UNIVERSITY,Master of Business Administration (MBA),Public,"1 University Cir, Macomb, IL 61455, USA, Illinois",USA,1899.0,1,1,0,0,0,0,9154.0,12.0
WESTERN ILLINOIS UNIVERSITY,Master of Science in Health Sciences-Public Heal...,Public,"1 University Cir, Macomb, IL 61455, USA, Illinois",USA,1899.0,1,1,0,0,0,0,11651.0,24.0
WESTERN ILLINOIS UNIVERSITY,MS in Communications,Public,"1 University Cir, Macomb, IL 61455, USA, Illinois",USA,1899.0,0,1,0,0,0,0,9154.0,24.0
WESTERN ILLINOIS UNIVERSITY,MS in Chemistry,Public,"1 University Cir, Macomb, IL 61455, USA, Illinois",USA,1899.0,1,1,0,0,0,0,8876.0,24.0
WESTERN ILLINOIS UNIVERSITY,B.S. in Chemistry,Public,"1 University Cir, Macomb, IL 61455, USA, Illinois",USA,1899.0,1,1,0,0,0,0,12918.0,48.0
WESTERN KENTUCKY UNIVERSITY,Master of Business Administration,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,29940.0,12.0
WESTERN KENTUCKY UNIVERSITY,Master of Science in Computer Science,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,17108.0,24.0
WESTERN KENTUCKY UNIVERSITY,Master of Science in Engineering Technology Mana...,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,17467.0,24.0
WESTERN KENTUCKY UNIVERSITY,Master of Science in Biology,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,0,0,0,0,0,0,14970.0,24.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Science in Accounting,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Science in Civil Engineering,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Science in Finance,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Science in Management,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Science in Electrical Engineering,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,BSc Business Economics,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,B.A in Journalism,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Science in Mechanical Engineering,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Arts in Film,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26140.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Science in Marketing,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,29140.0,48.0
WESTERN KENTUCKY UNIVERSITY,Bachelor of Arts in Public Relations,Public,"1906 College Heights Blvd, Bowling Green, KY 42101, USA, Kentucky",USA,1906.0,1,1,0,0,0,0,26160.0,48.0
WESTERN MICHIGAN UNIVERSITY,B.S. in Biological Sciences,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,22707.0,24.0
WESTERN MICHIGAN UNIVERSITY,M.S. in Chemistry,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,22824.0,24.0
WESTERN MICHIGAN UNIVERSITY,M.Sc in Biological Sciences,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,15216.0,24.0
WESTERN MICHIGAN UNIVERSITY,Master of Science in Chemical Engineering,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,22804.0,24.0
WESTERN MICHIGAN UNIVERSITY,Master of Science in Mechanical Engineering,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,20630.0,24.0
WESTERN MICHIGAN UNIVERSITY,Master of Science in Computer Engineering,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,22707.0,24.0
WESTERN MICHIGAN UNIVERSITY,Master of Science (MSc) in Engineering Managemen...,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,20630.0,24.0
WESTERN MICHIGAN UNIVERSITY,Master of Business Administration,Public,"1903 W Michigan Ave, Kalamazoo, MI 49008, USA, Michigan",USA,1903.0,1,1,0,0,0,0,21675.0,24.0
WESTERN NEW MEXICO UNIVERSITY,MBA,Private,"1000 W College Ave, Silver City, NM 88062, USA, New Mexico",USA,1893.0,0,1,0,0,0,0,13283.0,18.0
WESTERN NEW MEXICO UNIVERSITY,Master of Arts in Teaching,Private,"1000 W College Ave, Silver City, NM 88062, USA, New Mexico",USA,1893.0,0,0,0,0,0,0,10930.0,24.0
WESTERN NEW MEXICO UNIVERSITY,Bachelors in Mathematics,Private,"1000 W College Ave, Silver City, NM 88062, USA, New Mexico",USA,1893.0,0,1,0,0,0,0,14708.0,48.0
WESTERN NEW MEXICO UNIVERSITY,Bachelor - Chemistry,Private,"1000 W College Ave, Silver City, NM 88062, USA, New Mexico",USA,1893.0,0,1,0,0,0,0,14423.0,48.0
CAUCASUS INTERNATIONAL UNIVERSITY,Dental Educational Program,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,3457.98,60.0
CAUCASUS INTERNATIONAL UNIVERSITY,Medical Educational Program,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,7607.55,72.0
CAUCASUS INTERNATIONAL UNIVERSITY,Postgraduate Educational Program in Internationa...,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2930.49,24.0
CAUCASUS INTERNATIONAL UNIVERSITY,Media Studies and Multimedia Production,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2930.49,24.0
CAUCASUS INTERNATIONAL UNIVERSITY,Postgraduate Educational Program in Law,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2930.49,24.0
CAUCASUS INTERNATIONAL UNIVERSITY,Postgraduate Educational Program in Internationa...,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2930.49,24.0
CAUCASUS INTERNATIONAL UNIVERSITY,Postgraduate Educational Program in Internationa...,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2930.49,24.0
CAUCASUS INTERNATIONAL UNIVERSITY,Postgraduate Educational Program in Georgian Vit...,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2930.49,24.0
CAUCASUS INTERNATIONAL UNIVERSITY,Doctoral Program in Law,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,3516.59,36.0
CAUCASUS INTERNATIONAL UNIVERSITY,Doctoral Educational Program in Mass Communicati...,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,3516.59,36.0
CAUCASUS INTERNATIONAL UNIVERSITY,Doctoral Degree Program in Political Science,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,3516.59,36.0
CAUCASUS INTERNATIONAL UNIVERSITY,Doctoral Educational Program in Business Adminis...,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,3516.59,36.0
CAUCASUS INTERNATIONAL UNIVERSITY,Undergraduate Educational Program in Pharmacy,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2918.77,48.0
CAUCASUS INTERNATIONAL UNIVERSITY,Undergraduate Educational Program in Georgian Vi...,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2918.77,48.0
CAUCASUS INTERNATIONAL UNIVERSITY,Undergraduate Educational Program in Journalism,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,2490.0,48.0
CAUCASUS INTERNATIONAL UNIVERSITY,Undergraduate Educational Program in Law Studies,Private,"73 Chargali St, Tbilisi, Georgia, Georgia",USA,1995.0,0,0,0,0,0,0,3387.65,48.0
